zoneType,hoursInDay,from,to,day_id,extracted_path,transformed_path,date
HEATING,24,2022-12-04T23:45:00.000Z,2022-12-06T00:15:00.000Z,2e4b4750fbce48c3af288bde06c42cee,/opt/airflow/dags/files/tado_zone10_2022-12-05.json,/opt/airflow/dags/files/tado_zone10_2022-12-05_climate.csv,2022-12-05
